Mesh ID,Common name,Synonyms
D002316,Cymarine,h-Strophanthin|k-Strophanthin-alpha|Strophantisel|Cymarin|h Strophanthin|Tsimarin|Cymarine|k Strophanthin alpha|Zimarin
D018926,Cyproheptadine,Viternum|Periactin|Dihexazin|Antergan|Peritol|Cyproheptadine
D065104,Cysteamine,"Cysteamine Tosylate|Cysteamine, 35S-Labeled|Cystagon|Cysteamine, 35S Labeled|2 Aminoethanethiol|Cysteamine Dihydrochloride|Becaptan|Mercaptamine|Cysteamine Maleate (1:1)|Cysteamine Bitartrate|Bitartrate, Cysteamine|Tartrate, Cysteamine|2-Aminoethanethiol|Mercamine|beta Mercaptoethylamine|Dihydrochloride, Cysteamine|Mercaptoethylamine|Hydrochloride, Cysteamine|Cysteamine Hydrobromide|Tosylate, Cysteamine|Hydrobromide, Cysteamine|beta-Mercaptoethylamine|Cysteinamine|Cysteamine Hydrochloride|Cysteamine|Cysteamine Tartrate|35S-Labeled Cysteamine|Cysteamine Tartrate (1:1)"
D007166,Cytarabine,"Cytonal|Cytosar U|Cytosine Arabinoside|Aracytidine|Cytosar|Arabinofuranosylcytosine|Cytarabine Hydrochloride|Ara C|beta Ara C|Aracytine|Cytosar-U|Arabinosylcytosine|Cytarabine|Arabinoside, Cytosine|beta-Ara C|Ara-C"
D003562,Cytidine,"Cytosine Ribonucleoside|Cytosine Riboside|Ribonucleoside, Cytosine|Cytidine|Riboside, Cytosine"
D019384,Dactinomycin,"Actinomycin D|Dactinomycin|Actinomycin|Meractinomycin|Cosmegen Lyovac|Lyovac-Cosmegen|Lyovac, Cosmegen|Cosmegen|Lyovac Cosmegen|LyovacCosmegen"
D004965,Danazol,Danazol Ratiopharm|Ladogal|Panacrine|Danazant|Danazol-Ratiopharm|Norciden|Azol|Danazol|Cyclomen|Danocrine|Danatrol|Danol|Danoval
D009125,Dantrolene,"Dantrium|Sodium, Dantrolene|Dantrolene Sodium|Dantrolene"
D007917,Dapsone,"Avlosulfone|4,4'-Diaminophenyl Sulfone|Diaminodiphenylsulfone|Dapson-Fatol|4,4' Diaminophenyl Sulfone|DADPS|Disulone|Diaphenylsulfone|Dapsoderm-X|Dapsone|Sulfone, 4,4'-Diaminophenyl|Sulfonyldianiline|Sulfona"
D059005,Daunorubicin,"Rubomycin|NSC82151|Hydrochloride, Daunorubicin|Daunoblastin|Dauno Rubidomycine|NSC-82151|Cerubidine|Daunorubicin Hydrochloride|Daunoblastine|NSC 82151|Daunomycin|Rubidomycin|Dauno-Rubidomycine|Daunorubicin"
D018726,Deanol,"Demanyl|Dimethylethanolamine|Dimethylaminoethanol|N,N-Dimethyl-2-hydroxyethylamine|Bisorcate, Deanol|Astyl|Deanol Bisorcate|Demanol|N,N Dimethyl 2 hydroxyethylamine|N,N-Dimethylethanolamine|Deanol|Tonibral"
D003049,Decoquinate,Deccox|Decoquinate|Ethyl-6-(Decycloxy)-7-ethoxy-4-hydroxy-3-quinolinecarboxylate
D017262,Deferoxamine,"Deferoxamine B|Deferoxamine Mesilate|Mesylate, Deferoxamine|Mesilate, Deferoxamine|Desferrioxamine|Desferal|Deferrioxamine B|Desferioximine|Desferrioxamine B|Deferoxamine Methanesulfonate|Deferoximine|Deferoxamine|Methanesulfonate, Deferoxamine|Desferrioxamine B Mesylate|Desferroxamine|Deferoxamine Mesylate|Mesylate, Desferrioxamine B"
D050257,Demecolcine,"Colcemide|Demecolcine, (+-)-Isomer|Demecolcine|Colchamine|Colcemid"
D000900,Demeclocycline,"Declomycin|Demeclocycline Hydrochloride|Demethylchlortetracycline|Ledermycin|Demeclocycline|Hydrochloride, Demeclocycline|Demeclocycline, Calcium (1:1) Salt|Monohydrochloride, Demeclocycline|Demeclocycline, Calcium (1:2) Salt|Lédermycine|Demeclocycline Monohydrochloride|Demeclocycline, 4-epimer"
D018757,Nordazepam,N Descyclopropylmethylprazepam|Ro 52180|Dealkylprazepam|Ro 5 2180|N-Descyclopropylmethylprazepam|N-Desalkylhalazepam|Vegesan|N Destrifluoroethylhalazepam|Nordaz|Desmethyldiazepam|Tranxilium N|N Descyclopropylmethyl Prazepam|Nordazepam|Norprazepam|Demethyldiazepam|N-Descyclopropylmethyl-Prazepam|Deoxydemoxepam|Nordiazepam|N Desalkylhalazepam|Ro 5-2180|N-Destrifluoroethylhalazepam|Calmday
D003846,Deoxyepinephrine,Deoxyepinephrine|Desoxyepinephrine|Deoxyadrenaline|Epinine|Desoxyadrenaline|Methyldopamine
D003850,Deoxyribonuclease I,"Pancreatic DNase|Dornavac|Streptodornase|T4 Endonuclease II|Endonuclease I|T7 Endonuclease I|Nickase|T7-Endonuclease I|Thymonuclease|Deoxyribonuclease I|DNA Nicking Enzyme|Endonuclease, DNA|DNA Endonuclease|DNase I|T4-Endonuclease II|DNAase I|DNase, Pancreatic"
D000891,Dequalinium,"Dequadin|Sorot|Solvidont|Dequalinium Dibromide|Fluomycin|Dequalinium Di-10-undecenoate|Acetate, Dequalinium|Decamine|Gurgellösung Ratiopharm|Diundecenoate, Dequalinium|Labosept|Dequalinium Acetate|Dynexan-MHP|Di-10-undecenoate, Dequalinium|Gurgellösung-Ratiopharm|Dequalinium Diacetate|Evazol|Diiodide, Dequalinium|Maltyl|Dichloride, Dequalinium|Dequalinium Dichloride|Gargilon|Dequalinium Diundecenoate|Diacetate, Dequalinium|Dequalinium Chloride|Dynexan MHP|Dequalinium|Chloride, Dequalinium|Dibromide, Dequalinium|Dequalinium Diiodide"
D018759,Desipramine,"Ratio Desipramine|Nu-Desipramine|Nu Desipramine|Pertofran|Demethylimipramine|Ratio-Desipramine|PMS Desipramine|Desipramine Hydrochloride|Petylyl|Hydrochloride, Desipramine|Apo-Desipramine|PMS-Desipramine|Pertrofran|Pertofrane|Desipramine|Novo-Desipramine|Norpramin|Desmethylimipramine|Apo Desipramine|Novo Desipramine"
D004791,Deslanoside,"Desacetyldigilanide C|Desacetyl Lanatoside|Desacetyllanatoside C|Deslanatoside C|Cedilanid-D|CedilanidD|Cedilanid D|Lanatoside, Desacetyl|Deslanoside"
D000893,Desonide,Desone|Locapred|Desocort|Prednacinolone|Locatop|Desonide|Tridesilon|Tridésonit|Desowen
D005938,Desoximetasone,Stiedex|A 41304|Desoxymethasone|Desoximetasone|Flubason|Topisolon|Deoxydexamethasone|A-41304|A41304|17 Desoxymethasone|Topicorte|Ibaril|Topicort|Desoxi|17-Desoxymethasone
D018931,Dexamethasone,Dexamethasone|Decaspray|Dexasone|Dexpak|Decameth|Decaject|Maxidex|Hexadecadrol|Methylfluorprednisolone|Oradexon|Hexadrol|Millicorten|Decaject L.A.|Decaject-L.A.
D018727,Dexetimide,Tremblex|Dexetimide|Benzetimide|Dexbenzetimide|dextro Benzetimide|Dexbenzetimid|R 16470|dextro-Benzetimide|R-16470|Spasmentral|R16470
D018765,Dextroamphetamine,"Dextro-Amphetamine Sulfate|dextro Amphetamine|Oxydess|DextroStat|d Amphetamine|Curban|Dextroamphetamine Sulfate|dextro-Amphetamine|d-Amphetamine|Dexamfetamine|Dextro Amphetamine Sulfate|Dexamphetamine|Dexedrine|Dextroamphetamine|d Amphetamine Sulfate|Sulfate, Dextroamphetamine|d-Amphetamine Sulfate"
D018691,Dextromethorphan,"Levomethorphan|Dextromethorphan Hydrobromide, (+-)-Isomer|d-Methorphan|Dextromethorphan Hydrobromide|Hydrochloride, Dextromethorphan|l-Methorphan|Dextromethorphan, (+-)-Isomer|Dextromethorphan Hydrobromide, Monohydrate|Racemethorphan|Hydrobromide, Dextromethorphan|Dextromethorphan Hydrochloride|Delsym|Dextromethorphan"
D009294,Dextromoramide,"Palfium|D-Moramide|Dextromoramide|D Moramide|Tartrate, Dextromoramide|Pyrrolamidol|Dextromoramide Tartrate"
D018696,Dextrorphan,(+-)-17-Methylmorphinan-3-ol|Dextrorphan
D003918,Dextrothyroxine,Dextrothyroxine Sodium|Dextrothyroxine|D Thyroxine|D-T4 Thyroid Hormone|Sodium Dextrothyroxine|Choloxin|D-Thyroxine
D018906,Dianhydrogalactitol,"Dianhydrodulcitol|Diepoxygalactitol|NSC132313|NSC 132313|1,2,5,6-Dianhydrogalactitol|1,2-5,6-Dianhydrogalactitol|NSC-132313|Dianhydrogalactitol|Diepoxydulcitol"
D003287,Diatrizoate,"Urotrast|Diatrizoate|Diatrizoic Acid|Hypaque|Sodium Diatrizoate|Urogranoic Acid|Sodium-Magnesium Diatrizoate|Diatrizoate Sodium|Amidotrizoate|Hypaque 50|Diatrizoate, Sodium-Magnesium|Diatrizoate, Sodium|Urothrast|Benzoic acid, 3,5-bis(acetylamino)-2,4,6-triiodo-|Amidotrezoate"
D018757,Diazepam,"Seduxen|Apaurin|Stesolid|Valium|Sibazon|Relanium|Diazepam|Faustan|7-Chloro-1,3-dihydro-1-methyl-5-phenyl-2H-1,4-benzodiazepin-2-one|Diazemuls"
D014665,Diazoxide,Diazoxide|Hyperstat|Proglycem
D000900,Dibekacin,"Orbicin|Dideoxykanamycin B|Dibekacin Sulfate|Dibekacin Sulphate|3',4'-Dideoxykanamycin B|Sulfate, Dibekacin|Dideoxykanamycine|Sulphate, Dibekacin|3',4' Dideoxykanamycin B|Dibekacin|B, 3',4'-Dideoxykanamycin"
D003991,Dibromothymoquinone,"2,5 Dibromo 3 methyl 6 isopropyl p benzoquinone|Dibromothymoquinone|2,5-Dibromo-3-methyl-6-isopropyl-p-benzoquinone"
D003994,Bucladesine,"Bucladesine, Sodium Salt|DBcAMP|Dibutyryl Adenosine 3,5 Monophosphate|Dibutyryl Adenosine 3',5' Monophosphate|N(6),0(2')-Dibutyryl Cyclic AMP|Dibutyryl Cyclic AMP|N',O' Dibutyryl cAMP|Bucladesine, Barium (1:1) Salt|(But)(2) cAMP|AMP, Dibutyryl Cyclic|Bucladesine|Monosodium Salt Bucladesine|Sodium Salt Bucladesine|Adenosine-3',5'-Monophosphate, Dibutyryl|Dibutyryl Adenosine-3',5'-Monophosphate|Disodium Salt Bucladesine|Bucladesine, Disodium Salt|N',O'-Dibutyryl-cAMP|Cyclic AMP, Dibutyryl|Bucladesine, Monosodium Salt"
D000981,Dichlorophen,Dichlorophen|Panacide
D019384,Dichlororibofuranosylbenzimidazole,"5,6-Dichloro-1-beta-D-ribofuranosyl-1-H-benzimidazol|Dichlorobenzimidazole Riboside|DRB|Dichlororibofuranosylbenzimidazole|5,6 Dichloro 1 beta ribofuranosylbenzimidazole|5,6 Dichloro 1 beta D ribofuranosyl 1 H benzimidazol|5,6-Dichloro-1-beta-ribofuranosylbenzimidazole|Riboside, Dichlorobenzimidazole"
D007306,Dichlorvos,"Dichlorvos|Dichlofos|Phosphoric acid 2,2-dichloroethenyl dimethyl ester|Phosphoric acid 2,2 dichloroethenyl dimethyl ester|Dichlorophos|Dimethyl Dichlorovinyl Phosphate|Divipan|Novotox|DDVP"
D016861,Diclofenac,"Orthophen|SR 38|Novapirina|SR38|Diclophenac|Dichlofenal|Diclofenac Sodium|Orthofen|Ortofen|GP 45,840|Sodium Diclofenac|SR-38|Diclonate P|GP-45,840|Voltarol|Diclofenac Potassium|Diclofenac, Sodium|GP45,840|Dicrofenac|Feloran|Voltaren|Diclofenac"
D000900,Dicloxacillin,"Dicloxacillin Sodium|InfectoStaph|Dicloxacillin, Monosodium Salt, Anhydrous|Dynapen|Diclocil|Sodium, Dicloxacillin|Dicloxacillin, Monosodium Salt, Mono-Hydrate|Pathocil|Dicloxsig|Dichloroxacillin|Ditterolina|Dicloxacycline|Cilpen|Dicloxaciclin|Dicloxacillin|Dycill|Distaph|Posipen"
D018727,Dicyclomine,"Di Cyclonex|OR-Tyl|Dicyclomine Hydrochloride|Di-Cyclonex|Spascol|Di Spaz|Lomine|Merbentyl|Dicyclomine|Diclomin|OR Tyl|Di-Spaz|Dibent|Bentylol|Dicycloverin|Hydrochloride, Dicyclomine|Bentyl"
D004968,Dienestrol,"Dienoestrol|Oestrasid|Dienestrol|Dienestrol, (Z,E)-Isomer|Ortho Dienestrol|4,4'-(Diethylideneethylene)diphenol|Synestrol|Dienestrol, (Z,Z)-Isomer|Dienestrol, (E,E)-Isomer"
D016859,Diethylcarbamazine,"Maleate, Diethylcarbamazine|Carbamazine|Diethylcarbamazine|Diethylcarbamazine Citrate|Diethylcarbamazine Phosphate (1:1)|Citrate, Diethylcarbamazine|Diethylcarbamazine L-Tartrate (1:1)|Diethylcarbamazine Maleate|Diethylcarbamazine Monohydrochloride|Diethylcarbamazine Citrate (1:2)|Notezine|Diethylcarbamazine Citrate (1:1)|Hetrazan|Loxuran|Monohydrochloride, Diethylcarbamazine"
D002614,Ditiocarb,"Zinc Diethyldithiocarbamate|Ditiocarb, Ammonium Salt|Imuthiol|Diethyldithiocarbamic Acid|Dithiocarb|Bismuth Salt Ditiocarb|Ditiocarb, Sodium Salt|Ditiocarb, Potassium Salt|Ditiocarb Sodium|Sodium Salt Ditiocarb|Ammonium Salt Ditiocarb|Diethylcarbamodithioic Acid|Diethyldithiocarbamate, Sodium|Diethyldithiocarbamate|Ditiocarb, Zinc Salt|Ditiocarb, Bismuth Salt|Sodium Diethyldithiocarbamate|Potassium Salt Ditiocarb|Zinc Salt Ditiocarb|Thiocarb|Diethyldithiocarbamate, Zinc|Ditiocarb, Lead Salt|Sodium, Ditiocarb|Ditiocarb|Lead Salt Ditiocarb|Ditiocarb, Sodium Salt, Trihydrate|Ditiocarb, Tin(4+) Salt"
D001067,Diethylpropion,"Lipomin|Phepranon|Tepanil|Préfamone|Nobesine|Norex, Ifa|Ifa Norex|Diethylpropion|Propion|2-Diethylaminopropiophenone|Dietil-retard|Dietilretard|Regibon|Modératan|Neobes|Maruate|Anorex|Amfepramon|Regenon|Tenuate|Delgamer|Amfepramone|Dietil retard|Diethylpropion Hydrochloride|Hydrochloride, Diethylpropion"
D016861,Diflunisal,Dolocid|Nu Diflunisal|Novo-Diflunisal|Apo-Diflunisal|Apo Diflunisal|NovoDiflunisal|NuDiflunisal|MK 647|ApoDiflunisal|Nu-Diflunisal|Dolobid|Diflunisal|Dolobis|MK-647|Novo Diflunisal|MK647
D004073,Digitoxigenin,Digitoxigenin|Uzarigenin
D004076,Digoxigenin,Digoxigenin|Lanadigenin
D004791,Digoxin,"Digoxine Nativelle|Digoxin|Lanicor|Boehringer, Digoxina|Mapluxin|Lanoxin-PG|Nativelle, Digoxine|Dilanacin|Digitek|Lanoxin PG|Hemigoxine Nativelle|Lanacordin|Lenoxin|Nativelle, Hemigoxine|Digoregen|Lanoxicaps|Digoxina Boehringer|Lanoxin|Digacin"
D000959,Dihydralazine,"Dihydrazinophthalazin|Dihydralazine|Depressan|Sulfate, Dihydralazine|Dihydrallazine|Dihydralazine Sulfate"
D018712,Dihydroergotamine,"Erganton|DHE-Puren|Orstanorm|Angionorm|DHE 45|Seglor|Clavigrenin|Dihydroergotamin AL|Ergomimet|Verladyn|Dihydroergotamine Mesylate|Von Ct, Ergotam|Dihydroergotamine-Sandoz|DHE Ratiopharm|Mesylate, Dihydroergotamine|D Tamin Retard L.U.T.|DET MS|Dihydergot|DHE-Ratiopharm|DHE45|Ergotam Von Ct|Dihydroergotamine Methanesulfonate|Ergont|Methanesulfonate, Dihydroergotamine|Dihytamin|Ikaran|D.H.E. 45|Tamik|Dihydroergotamine|DHE Puren|Migranal|D-Tamin Retard L.U.T.|Agit|Dihydroergotamine Sandoz|DHE-45"
D018491,Dihydroergotoxine,"Co-Dergocrine|Dihydroergotoxin|Ergot Alkaloids, Hydrogenated|Hydrogenated Ergot Alkaloids|Dihydroergotoxine|Alkaloids, Hydrogenated Ergot"
D009294,Dihydromorphine,Paramorfan|Paramorphan|Dihydromorphine
D009294,Hydromorphone,Hydromorphone|Laudacon|Dilaudid|Hydromorphone Hydrochloride|Hydromorphon|Dihydromorphinone|Palladone
D004098,Dihydroxyacetone,"Dihydroxyacetone|Vitadye|1,3 Dihydroxy 2 Propanone|Chromelin|1,3-Dihydroxy-2-Propanone"
D014665,Dilazep,"Dilazep|C 4898, Asta|Trimethoxybenzoate, Biopropazepan|Asta C 4898|Cormelian|Biopropazepan Trimethoxybenzoate"
D014665,Diltiazem,Dilacor XR|Diltiazem|Dilzem|Tiazac|Diltiazem Hydrochloride|Cardizem|Aldizem|Diltiazem Malate|CRD 401|Dilacor|CRD-401|CRD401|Cardil|Dilren
D002614,Dimercaprol,"Cadmium 2,3-Dimercaptopropanol|B.A.L.|British Anti-Lewisite Agent|Oil, BAL in|British Anti Lewisite Agent|2,3-Dimercaptopropanol|Anti-Lewisite Agent, British|2,3 Dimercaptopropanol|2,3 Dithiopropan 1 o1|2,3-Dimercaptopropanol, Cadmium|BAL in Oil|British Anti-Lewisite|Anti-Lewisite, British|Dimercaprol|Dicaptol|in Oil, BAL|British Anti Lewisite|2,3-Dithiopropan-1-o1|Cadmium 2,3 Dimercaptopropanol"
D002614,Succimer,"Acid, meso-Dimercaptosuccinic|Tin Salt Succimer|Ro-1-7977|Disodium Salt Succimer|Succimer, Disodium Salt|Succimer, (R*,R*)-(+,-)-Isomer|Ro17977|2,3-Dimercaptosuccinic Acid|Acid, 2,3-Dimercaptosuccinic|meso-Dimercaptosuccinic Acid|DMSA|Dipotassium Salt Succimer|Dimercaptosuccinate, Tin|Rhenium Salt Succimer|Succimer, Monosodium Salt|Ro 1 7977|Succimer, Tin Salt|Succicaptal|Succimer Antimony Sodium Salt, (R*,S*)-Isomer|Succimer|Monosodium Salt Succimer|meso Dimercaptosuccinic Acid|Tin Dimercaptosuccinate|Butanedioic Acid, 2,3-Dimercapto-, (R*,S*)-Isomer|Acid, Dimercaptosuccinic|2,3 Dimercaptosuccinic Acid|Dimercaptosuccinic Acid|Chemet|Succimer, Rhenium Salt|Succimer, Dipotassium Salt"
D007509,Dinitrochlorobenzene,Dinitrochlorobenzene|Chlorodinitrobenzene|DNCB
D018926,Diphenhydramine,"Diphenylhydramin|Diphenylhydramine|Dimedrol|Diphenhydramine Citrate (1:1)|Allerdryl|Hydrochloride, Diphenhydramine|Benhydramin|Diphenhydramine Hydrochloride|Diphenhydramine|Benzhydramine|Dormin|Citrate, Diphenhydramine|Benylin|Diphenhydramine Citrate|2-Diphenylmethoxy-N,N-dimethylethylamine|Benadryl"
D000930,Diphenoxylate,"Diphenoxylate Monohydrochloride|Diphenoxylate Hydrochloride|Hydrochloride, Diphenoxylate|Diphenoxylate|Monohydrochloride, Diphenoxylate"
D009292,Diprenorphine,"Diprenorphine Hydrochloride|Hydrochloride, Diprenorphine|Revivon|Diprenorphine"
D014665,Dipyridamole,Novo-Dipiradol|Cerebrovase|Persantin|Dipyridamole|Persantine|Miosen|Cléridium|Antistenocardin|Kurantil|Curantyl|Curantil|Novo Dipiradol|Apo Dipyridamole|Dipyramidole|Apo-Dipyridamole
D061567,Disopyramide,"Disopyramide, L-Tartrate (1:1), (S)-Isomer|Disopyramide Phosphate (1:1), (R)-Isomer|Disopyramide Phosphate|Rhythmodan|SC 13957|Palpitin|Disopyramide, (R)-Isomer|SC-13957|Palpitine|Disopyramide, D-Tartrate (1:1), (S)-Isomer|Disopyramide, (+-)-Isomer|Disopyramide, L-Tartrate (1:2), (+-)-Isomer|Disopyramide Phosphate (1:1)|Disopyramide Phosphate (1:1), (S)-Isomer|Norpace|Diisopyramide|Disopyramide, L-Tartrate, (S)-isomer|Disopyramide|Disopyramide, L-Tartrate (1:1), (R)-Isomer|Ritmilen|Disopyramide, (S)-Isomer|Rythmilen|Disopyramide Monohydrochloride|SC13957|Disopyramide Phosphate (1:1), (+-)-Isomer"
D065086,Disulfiram,"Antabuse|Esperal|Anticol|Tetraethylthiuram Disulfide|Tetraethylthioperoxydicarbonic Diamide, ((H2N)C(S))2S2|Bis(diethylthiocarbamoyl) Disulfide|Antabus|Alcophobin|Dicupral|Disulfiram|Disulfide, Tetraethylthiuram|Teturam"
D005456,Dithiazanine,"Dithiazanine|Dizan|3,3' Diethylthiadicarbocyanine|Iodide, Dithiazanine|3,3'-Diethylthiadicarbocyanine|Dithiazanine Iodide|Cyanine Dye DiS-C2-(5)"
D058665,Dobutamine,"Dobutamine Hydrobromide|Dobutamina Rovi|Hydrochloride, Dobutamine|Dobutamin-ratiopharm|Dobutamine, Phosphate (1:1) Salt (+)-Isomer|Dobutamine Hydrochloride|Dobutamine Tartrate (1:1), (R-(R*,R*))-Isomer|Dobutamin Solvay|Dobutamin Fresenius|Dobuject|Dobucor|Dobutrex|Dobutamina Inibsa|Dobutamin Hexal|Hydrobromide, Dobutamine|Dobutamine|Dobutamine Phosphate (1:1) Salt, (-)-Isomer|Dobutamine, (-)-Isomer|Posiject|Oxiken|Dobutamine Lactobionate|Lilly 81929|Dobutamine (+)-Isomer|Dobutamine Tartrate|Tartrate, Dobutamine|Lactobionate, Dobutamine|Dobutamine Tartrate (1:1), (S-(R*,R*))-Isomer|Dobutamin ratiopharm"
D018492,Domperidone,"Ratio Domperidone|Domidon|Maleate, Domperidone|R33,812|Motilium|Ratio-Domperidone|Domperidona Gamir|Domperidon AL|Domperidone Maleate|Novo Domperidone|Apo-Domperidone|Gamir, Domperidona|Domperidon|R-33812|Nauzelin|R33812|Péridys|Hexal, Domperidon|Gastrocure|Domperidon-TEVA|Domperidone|Domperidone Monohydrochloride|Domperidon Hexal|R-33,812|PMS Domperidone|Nu Domperidone|Domperidone Maleate (1:1)|Novo-Domperidone|PMS-Domperidone|Domperidon TEVA|Domperidon Stada|Apo Domperidone|Monohydrochloride, Domperidone|Nu-Domperidone|Stada, Domperidon"
D015259,Dopamine,"Dopamine Hydrochloride|4-(2-Aminoethyl)-1,2-benzenediol|3,4 Dihydroxyphenethylamine|Hydrochloride, Dopamine|Intropin|Dopamine|3,4-Dihydroxyphenethylamine|Hydroxytyramine"
D019141,Doxapram,"Doxapram|Docatone|Hydrochloride, Doxapram|Doxapram Hydrochloride|Dopram"
D006633,Doxepin,"Doxepin Hydrochloride, Cis-Trans Isomer Mixture (approximately 1:5)|Quitaxon|Doxepia|Doxepin-RPh|Apo Doxepin|Zonalon|Doxepin Hydrochloride|Sinquan|Doxepin|ApoDoxepin|Doxepin RPh|Prudoxin|Hydrochloride, Doxepin|Sinequan|Novo-Doxepin|Aponal|Novo Doxepin|Doneurin|Desidox|Apo-Doxepin|Xepin|Deptran|Doxepin beta|Mareen|Espadox"
D059005,Doxorubicin,"DOXO cell|DOXO-cell|Adrimedac|Myocet|Urokit Doxo cell|Doxolem|Rubex|Doxorubicine Baxter|Doxorubicin Hydrochloride|Adriamycin|Adriblastina|Adriablastin|Adriablastine|Doxorubicina Tedec|Urokit Doxo-cell|Ribodoxo|Doxorubicina Ferrer Farm|Onkodox|Doxorubicina Funk|Doxorubicin|Farmiblastina|Doxotec|Doxorubicin Hexal|Adriblastin|Hydrochloride, Doxorubicin|Adriblastine|Doxorubicin NC"
D000962,Doxycycline,"Doxycycline|Vibramycin Novum|Alpha-6-Deoxyoxytetracycline|Vibravenos|Doxycycline Monohydrate|Doxycycline Hyclate|BU 3839T|2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-, (4S-(4alpha,4aalpha,5alpha,5aalpha,6alpha,12aalpha))-|Doxycycline Monohydrochloride, 6 epimer|Doxycycline Phosphate (1:1)|Oracea|Doxycycline Hemiethanolate|Periostat|Doxycycline Monohydrochloride, Dihydrate|Doxycycline-Chinoin|BU-3839T|Hydramycin|BMY28689|BU3839T|Doxycycline Calcium Salt (1:2)|Doxycycline Monohydrochloride, 6-epimer|Doxycycline Calcium|BMY-28689|Doryx|Vibra-Tabs|Vibra Tabs|Vibramycin|Atridox|BMY 28689|Alpha 6 Deoxyoxytetracycline|Doxycycline Chinoin"
D006634,Doxylamine,Doxylamine
D065127,Droperidol,Droleptan|Dehidrobenzperidol|Droperidol|Dehydrobenzperidol|Inapsine
D011372,Dydrogesterone,6-Dehydro-9 beta-10 alpha-progesterone|Duphaston|6 Dehydro 9 beta 10 alpha progesterone|Dydrogesterone|Dehydrogesterone|Isopregnenone
D014665,Dyphylline,Diprophylline|Neothylline|Dyphylline|Lufyllin|Dylix|Dilin|Diphylline|Dihydroxypropyltheophylline
D019384,Echinomycin,NSC526417|Echinomycin|NSC 526417|Quinomycin A|NSC-526417
D058888,Econazole,"Econazole|Gyno-Pevaril|Gyno Pevaril|Econazole Nitrate|Gyno-Pervaryl 150|Gyno Pervaryl 150|Nitrate, Econazole|Gyno Pevaryl|GynoPevaril|Pevaryl|Ekonazole|Gyno-Pevaryl"
D002800,Edrophonium,"Edroponium|Edrophonium|Bromide, Edrophonium|Edrophonium Bromide|Chloride, Edrophonium|Tensilon|Edrophonium Chloride"
D064804,Emepronium,"Emepronium|Emepronium Bromide|Bromide, Emepronium|Cetiprin"
D000959,Enalapril,"MK-421|Renitec|Enalapril Maleate|MK421|MK 421|Maleate, Enalapril|Enalapril|Renitek"
D018685,Enflurane,Ethrane|Etran|Alyrane|Enlirane|Enflurane|Enfran
D000904,Enviomycin,Tuberactinomycin N|Tuberactinomycin-N|Enviomycin
D004967,Epimestrol,Epimestrol|Stimuvol
D014662,Epinephrine,"Epinephrine Hydrochloride|Epifrin|Lyophrin|Adrenaline Hydrochloride|Adrenaline Acid Tartrate|Epinephrine Hydrogen Tartrate|Epinephrine Bitartrate|Adrenaline Bitartrate|Epinephrine|Adrenaline|Acetate, Epinephrine|Medihaler-Epi|Epinephrine Acetate|Epitrate|4-(1-Hydroxy-2-(methylamino)ethyl)-1,2-benzenediol"
D000894,Epirizole,Mepirizole|Epirizole|Methopyrimazole
D004845,Epitestosterone,17 alpha Testosterone|17-alpha-Testosterone|Epitestosterone
D004855,Equilenin,Equilenin
D004857,Equilin,Equilin
D011500,Erythromycin,"Erycette|TStat|Erythromycin C|Erythromycin A|Ilotycin|Lactate, Erythromycin|Erythromycin Lactate|Erythromycin|Phosphate, Erythromycin|T-Stat|Erymax|T Stat|Erythromycin Phosphate"
D017467,Erythropoietin,Erythropoietin
D002317,Escin,Aescin|beta Escin|opino biomo|Aescusan|Escin|Feparil|beta-Aescin|Eskuzan|Opino|beta Aescin|Reparil|Escina|Fepalitan|Flebostasin|opinobiomo|beta-Escin|opino-biomo
D018757,Estazolam,ProSom|Nuctalon|D-40TA|D40TA|Tasedan|Estazolam
D004953,Estetrol,15 alpha-Hydroxyestriol|15 alpha Hydroxy Estriol|Estetrol|15-alpha-Hydroxy-Estriol|15 alpha Hydroxyestriol
D018931,Estramustine,"Estramustinphosphate|Leo-275|NSC 89199|Estramustine|Emcyt|NSC89199|Leo 275|Estramustin Phosphate|Phosphate Sodium, Estramustine|Leo275|NSC-89199|Estracyt|Estramustine Phosphate Sodium|Phosphate, Estramustin"
D000891,Ethacridine,"Ethodin|Acrinol|Lactate, Ethacridine|Ethacridine Lactate|Uroseptol|Metifex|Acrolactine|Monohydrate Ethacridine Lactate|Neo Chinosol|Monohydrate, Ethacridine|Ethacridine Lactate, Monohydrate|Rivanol|Rimaon|Ethacridine|2,5-Diamino-7-ethoxyacridine|Ethacridine Monohydrate|2,5 Diamino 7 ethoxyacridine"
D000995,Ethambutol,"EMB-Fatol|Miambutol|Ethambutol Hydrochloride|Etambutol Llorente|Myambutol|Ethambutol|EMB Hefa|Llorente, Etambutol|Dexambutol|EMB-Hefa|EMB Fatol|Etibi|Hydrochloride, Ethambutol"
D006993,Ethchlorvynol,Ethchlorvinol|Ethchlorovynol|Ethchlorvynol|Placidyl
